latitude,longitude,accommodates,bedrooms,beds,price
51.5385,-0.14719,2,1,1,$75.00 
51.49897,-0.20395,1,1,0,$69.00 
51.46811,-0.17134,2,1,1,$40.00 
51.53861,-0.09678,2,1,1,$99.00 
51.55032,-0.07684,2,1,1,$75.00 
51.55317,0.02328,2,1,1,$29.00 
51.57949,-0.22357,2,1,1,$65.00 
51.5327,0.01228,2,1,1,$35.00 
51.54387,-0.17308,3,1,2,$40.00 
51.54897,-0.18309,8,3,4,$722.00 
51.57139,-0.03131,2,1,1,$120.00 
51.48751,-0.11679,6,3,3,$140.00 
51.47565,-0.15159,2,1,1,$90.00 
51.4619,-0.1169,4,1,3,$115.00 
51.46945,-0.13013,2,1,1,$138.00 
51.56394,-0.01025,1,1,1,$100.00 
51.48423,-0.2629,2,1,1,$40.00 
51.45573,-0.05166,1,1,1,$45.00 
51.50144,-0.25678,4,1,3,$47.00 
51.45735,-0.01614,2,1,1,$36.00 
51.52382,-0.10533,2,1,1,$71.00 
51.54349,-0.25758,4,2,2,$299.00 
51.53098,-0.01191,2,2,1,$200.00 
51.53185,-0.08152,6,2,3,$215.00 
51.55163,-0.0745,2,1,1,$75.00 
51.54829,0.1611,2,1,1,$20.00 
51.56329,-0.19534,3,2,2,$85.00 
51.59635,-0.19098,1,1,1,$35.00 
51.50743,-0.22568,2,1,3,$59.00 
51.49208,-0.06124,1,1,1,$45.00 
51.57036,-0.11044,2,1,1,$70.00 
51.40208,-0.0987,2,1,1,$20.00 
51.53169,-0.3761,2,1,1,$50.00 
51.45837,-0.03635,2,1,1,$60.00 
51.51575,-0.18078,7,2,3,$165.00 
51.52864,0.00945,3,1,1,$50.00 
51.64879,-0.11822,3,1,2,$33.00 
51.41868,-0.12462,2,1,2,$25.00 
51.41757,-0.12453,3,,3,$26.00 
51.5435,0.05856,2,1,1,$175.00 
51.50137,-0.06898,4,2,2,$125.00 
51.53575,-0.23816,6,2,,$235.00 
51.53338,-0.00996,6,2,2,$300.00 
51.53805,-0.08485,3,1,1,$98.00 
51.48464,-0.18231,4,2,2,$195.00 
51.50062,0.03117,2,1,1,$135.00 
51.54832,-0.18374,4,1,1,$361.00 
51.44166,-0.1377,6,3,4,$180.00 
51.54403,0.00917,2,1,1,$100.00 
51.54267,-0.14519,4,1,1,$45.00 
51.54236,-0.14495,9,3,3,$400.00 
51.52804,-0.06444,2,1,1,$175.00 
51.60986,-0.01928,2,1,1,$45.00 
51.61654,-0.14936,2,1,1,$50.00 
51.52867,-0.09961,1,1,1,$45.00 
51.56956,-0.10778,6,3,4,$240.00 
51.53555,-0.11739,2,1,1,$41.00 
51.45511,-0.10869,2,1,1,$32.00 
51.54472,-0.10965,1,1,1,$55.00 
51.49117,-0.18766,4,2,0,$157.00 
51.46174,-0.01652,2,1,1,$29.00 
51.54025,-0.22323,7,4,4,$250.00 
51.52975,-0.2156,2,1,1,$42.00 
51.53024,-0.08936,4,2,3,$55.00 
51.52847,-0.04278,4,2,2,$195.00 
51.59737,-0.09714,2,1,2,$25.00 
51.52776,-0.08271,4,2,2,$114.00 
51.49907,-0.08119,4,2,3,$110.00 
51.5046,-0.14886,2,1,1,$100.00 
51.39335,0.11933,2,1,1,$25.00 
51.60081,-0.11489,2,1,1,$45.00 
51.54145,-0.08834,2,1,1,$120.00 
51.42741,0.008,2,1,1,$87.00 
51.42694,0.00703,2,1,1,$86.00 
51.5491,-0.18469,2,1,1,$90.00 
51.48621,-0.12126,4,1,2,$92.00 
51.5834,0.02849,2,2,1,$78.00 
51.56672,-0.08441,4,2,2,$150.00 
51.51882,-0.14108,1,1,1,$71.00 
51.48864,-0.21614,3,2,2,$65.00 
51.54105,-0.14275,6,2,3,$145.00 
51.44036,-0.13369,1,1,1,$27.00 
51.52899,-0.03612,4,1,1,$100.00 
51.4214,-0.16378,5,2,3,$80.00 
51.50046,-0.11482,2,1,1,$53.00 
51.50195,-0.24959,2,1,1,$76.00 
51.40296,-0.25044,4,1,2,$80.00 
51.59895,-0.00705,2,1,1,$45.00 
51.49903,-0.13648,3,1,1,$130.00 
51.42533,-0.16834,2,1,1,$36.00 
51.42484,-0.16602,3,2,1,$120.00 
51.48364,-0.26736,2,1,0,$116.00 
51.55301,-0.07762,2,1,1,$49.00 
51.48394,-0.19872,4,2,2,$88.00 
51.55508,-0.05801,7,4,5,$150.00 
51.45954,-0.3234,6,2,3,$186.00 
51.54036,-0.08834,2,1,3,$49.00 
51.54929,-0.22403,2,1,1,$30.00 
51.4875,-0.19608,4,2,2,$143.00 
51.44259,-0.12949,3,1,2,$55.00 
51.55817,-0.01114,2,1,1,$39.00 
51.45084,-0.12378,2,1,1,$65.00 
51.44773,-0.12252,2,1,1,$50.00 
51.53547,-0.05543,1,1,1,$28.00 
51.50364,-0.22161,4,1,2,$120.00 
51.54146,-0.13735,5,1,1,$140.00 
51.55623,-0.07596,4,2,1,$289.00 
51.48593,-0.36729,1,1,1,$35.00 
51.42833,-0.34646,2,1,0,$37.00 
51.56047,-0.06469,2,1,1,$65.00 
51.52668,-0.05811,2,1,1,$34.00 
51.53723,-0.11254,2,1,0,$122.00 
51.50331,-0.24071,1,1,0,$30.00 
51.5033,-0.24057,1,1,1,$35.00 
51.48698,-0.36862,1,1,1,$44.00 
51.46107,-0.21945,1,1,,$908.00 
51.5178,-0.2009,3,1,2,$85.00 
51.61599,0.04658,2,1,1,$50.00 
51.42577,-0.19877,1,1,0,$50.00 
51.4584,-0.10664,2,1,1,$51.00 
51.51813,0.01694,2,1,1,$80.00 
51.60536,-0.14502,1,1,1,$23.00 
51.39762,-0.1979,1,1,1,$12.00 
51.56054,-0.07686,7,4,7,$155.00 
51.45763,0.01153,1,1,1,$80.00 
51.5441,-0.14007,3,1,1,$95.00 
51.54434,-0.13994,4,1,2,$176.00 
51.48582,-0.27241,2,1,1,$65.00 
51.59113,0.08057,2,1,1,$150.00 
51.51303,-0.03737,1,1,1,$30.00 
51.53707,-0.19483,2,1,1,$74.00 
51.58127,-0.31343,2,1,1,$70.00 
51.58178,-0.01382,1,1,1,$28.00 
51.59708,-0.1054,2,1,1,$48.00 
51.61367,-0.16519,2,1,,$100.00 
51.5201,-0.14258,2,,1,$136.00 
51.42869,-0.08399,2,1,1,$230.00 
51.52894,-0.21267,2,1,1,$49.00 
51.56958,-0.14615,1,1,0,$29.00 
51.4203,-0.23533,2,1,2,$75.00 
51.52145,-0.05234,3,1,2,$80.00 
51.50275,-0.08849,2,1,1,$90.00 
51.5084,-0.22737,1,1,1,$35.00 
51.47483,-0.16392,2,1,2,$54.00 
51.40943,0.0062,2,1,1,$50.00 
51.53569,-0.0775,2,1,1,$50.00 
51.54131,0.00376,2,2,1,$40.00 
51.42572,-0.31003,1,1,1,$35.00 
51.41575,-0.23476,8,4,5,$230.00 
51.4246,-0.09572,1,1,0,$27.00 
51.46479,-0.32628,1,1,1,$35.00 
51.52853,-0.19559,1,1,1,$42.00 
51.60877,0.0404,1,1,1,$35.00 
51.49375,0.01252,2,1,2,$25.00 
51.43263,-0.06485,2,1,1,$35.00 
51.48888,0.00457,2,1,1,$48.00 
51.49248,-0.13848,2,1,1,$95.00 
51.44448,-0.19993,2,1,1,$48.00 
51.49921,0.08801,2,1,1,$39.00 
51.53164,-0.07,2,1,1,$50.00 
51.54076,-0.09034,8,3,4,$156.00 
51.55981,0.03933,2,1,1,$200.00 
51.54632,-0.13666,2,2,2,$80.00 
51.5217,-0.32281,4,,2,$56.00 
51.5553,-0.12141,1,1,1,$39.00 
51.50844,0.05878,1,1,1,$26.00 
51.45255,-0.05013,4,2,2,$35.00 
51.47987,-0.1833,1,1,1,$40.00 
51.46068,-0.18589,1,1,0,$40.00 
51.52715,-0.11114,4,2,2,$155.00 
51.48103,-0.20291,2,1,1,$60.00 
51.48629,0.09358,2,1,2,$100.00 
51.54772,0.00916,3,1,1,$200.00 
51.4552,-0.11799,2,1,1,$64.00 
51.54671,-0.03062,2,1,,$45.00 
51.58152,-0.10332,2,1,1,$33.00 
51.49315,-0.01897,4,2,2,$360.00 
51.51797,-0.21171,7,3,4,$233.00 
51.52157,-0.09276,1,1,1,$44.00 
51.48907,-0.09553,1,1,1,$92.00 
51.48566,-0.18415,5,2,2,$195.00 
51.40749,-0.00514,2,1,1,$60.00 
51.45872,-0.32277,4,1,2,$433.00 
51.5793,-0.07794,2,1,2,$45.00 
51.48986,-0.20516,6,2,3,$98.00 
51.5267,-0.06295,2,1,1,$75.00 
51.54595,-0.08388,1,1,1,$40.00 
51.42032,-0.161,2,1,1,$55.00 
51.40804,-0.22837,3,1,1,$70.00 
51.54815,-0.36331,2,1,1,$50.00 
51.45967,-0.11233,1,1,1,$200.00 
51.55657,-0.05697,2,1,1,$53.00 
51.54356,-0.06084,4,1,1,$70.00 
51.37189,-0.10183,4,1,,$115.00 
51.48553,0.09638,3,1,1,$100.00 
51.4291,-0.19028,4,2,2,$75.00 
51.46216,-0.13707,2,1,1,$99.00 
51.44819,-0.10234,2,1,1,$50.00 
51.48904,-0.01928,1,1,1,$86.00 
51.55315,-0.29469,2,1,1,$70.00 
51.56908,-0.11513,4,2,3,$80.00 
51.52588,-0.08098,10,,8,$436.00 
51.52591,-0.07978,10,,8,$436.00 
51.52124,-0.11307,2,1,1,$42.00 
51.63182,-0.18907,2,1,,$110.00 
51.56021,-0.04736,2,1,2,$50.00 
51.55261,-0.12253,2,1,1,$90.00 
51.51514,-0.19672,3,1,2,$115.00 
51.44259,-0.04576,1,1,1,$26.00 
51.55653,-0.17348,7,3,3,$400.00 
51.47932,-0.10506,3,1,3,$150.00 
51.47979,-0.10355,2,1,1,$140.00 
51.47962,-0.10313,2,1,1,$140.00 
51.53914,-0.19899,4,2,4,$83.00 
51.49721,-0.01961,6,2,2,$220.00 
51.5393,-0.14657,8,2,6,$193.00 
51.53564,-0.14155,2,1,1,$40.00 
51.53672,-0.10073,1,1,1,$42.00 
51.55715,-0.06981,2,1,1,$120.00 
51.47393,0.05775,5,1,2,$250.00 
51.42389,-0.01298,2,1,1,$60.00 
51.42556,-0.1576,6,2,1,$178.00 
51.56324,-0.08406,2,1,1,$40.00 
51.49952,-0.21538,2,,1,$79.00 
51.60773,-0.29447,1,1,1,$25.00 
51.50017,0.08404,2,1,1,$150.00 
51.48998,-0.19541,2,1,1,$50.00 
51.56894,-0.07972,2,1,1,$60.00 
51.38483,-0.12667,2,1,1,$18.00 
51.55816,-0.05439,2,1,1,$50.00 
51.5583,-0.05301,2,1,1,$50.00 
51.51316,0.04813,4,2,1,$181.00 
51.48295,-0.1476,3,1,2,$114.00 
51.47611,0.05917,1,1,,$150.00 
51.46837,-0.09851,5,2,3,$100.00 
51.54605,-0.07513,2,1,1,$50.00 
51.53289,-0.01042,4,2,1,$200.00 
51.52088,-0.2063,2,1,1,$60.00 
51.46921,-0.00767,6,3,3,"$1,500.00 "
51.62391,-0.02001,1,1,1,$50.00 
51.56971,0.01597,3,1,2,$30.00 
51.55012,-0.07125,2,1,0,$78.00 
51.41814,-0.07694,1,1,1,$65.00 
51.53986,-0.0223,2,1,1,$45.00 
51.5347,-0.10151,2,1,1,$115.00 
51.56615,0.02639,4,2,3,$62.00 
51.5336,-0.07255,2,1,1,$69.00 
51.52021,-0.22287,2,1,1,$180.00 
51.54651,0.00651,2,1,1,$52.00 
51.57392,0.08772,2,1,1,$40.00 
51.65545,-0.03265,1,1,1,$50.00 
51.51374,-0.13468,4,2,2,$139.00 
51.54895,-0.08916,4,1,1,$150.00 
51.54855,-0.08297,1,1,1,$49.00 
51.4478,-0.03822,2,1,1,$40.00 
51.50706,-0.32647,2,1,1,$50.00 
51.47412,-0.01103,2,1,1,$35.00 
51.54066,0.03108,2,1,1,$38.00 
51.51304,-0.19031,3,1,3,$500.00 
51.5106,-0.13074,2,1,0,$69.00 
51.55178,-0.14735,5,3,3,$100.00 
51.55002,-0.07105,2,1,2,$78.00 
51.54113,-0.16878,1,1,1,$47.00 
51.51984,-0.02253,2,1,1,$85.00 
51.53781,-0.09791,4,1,1,$97.00 
51.54249,-0.04892,1,1,1,$50.00 
51.48714,-0.14081,2,1,1,$90.00 
51.62603,-0.16015,2,1,2,$40.00 
51.52522,-0.08514,2,1,1,$93.00 
51.60501,-0.11298,1,1,1,$59.00 
51.5701,0.07929,5,1,4,$30.00 
51.41859,-0.23031,3,1,2,$85.00 
51.533,-0.06338,2,1,2,$128.00 
51.61685,-0.14893,2,1,2,$50.00 
51.55382,-0.097,2,1,1,$80.00 
51.56333,0.00968,2,1,1,$178.00 
51.54539,-0.05763,5,2,2,$74.00 
51.51735,-0.20519,6,3,3,$143.00 
51.42908,-0.09017,3,1,3,$131.00 
51.54582,-0.07416,8,4,4,$320.00 
51.52037,-0.13363,4,2,2,$265.00 
51.50849,-0.23387,2,1,,$156.00 
51.57866,0.16921,5,2,5,$114.00 
51.43485,-0.0216,2,1,1,$60.00 
51.6171,-0.14769,4,2,3,$100.00 
51.41447,-0.19591,4,2,2,$75.00 
51.61454,-0.16329,1,1,1,$33.00 
51.53369,-0.04191,1,1,1,$26.00 
51.56485,-0.09831,2,1,0,$58.00 
51.48586,-0.06375,5,3,1,$199.00 
51.51898,-0.16651,2,1,1,$65.00 
51.49173,-0.09906,4,2,2,$89.00 
51.56911,-0.09723,2,1,2,$150.00 
51.46146,-0.02147,2,1,1,$46.00 
51.54838,-0.2335,6,3,3,$250.00 
51.48213,-0.1912,3,2,4,$180.00 
51.5254,-0.04383,2,1,1,$67.00 
51.4956,-0.22841,2,1,1,$45.00 
51.53866,-0.04096,7,3,4,$149.00 
51.52799,-0.06641,5,3,3,$150.00 
51.58481,-0.00488,2,1,1,$100.00 
51.57779,0.11625,2,1,1,$214.00 
51.66375,-0.08917,2,1,1,$60.00 
51.40917,0.00791,2,1,1,$75.00 
51.50374,-0.03921,2,1,1,$499.00 
51.50651,-0.22035,1,1,1,$30.00 
51.53273,-0.06368,1,1,1,$93.00 
51.50869,0.08019,2,1,1,$75.00 
51.53955,-0.08499,2,1,1,$180.00 
51.55692,-0.12601,2,1,2,$89.00 
51.52745,-0.12289,2,1,1,$125.00 
51.54909,-0.18255,2,1,1,$130.00 
51.51957,-0.07271,4,1,0,$446.00 
51.52171,-0.03544,2,1,1,$69.00 
51.50626,-0.23938,2,1,1,$25.00 
51.54326,-0.0711,7,5,4,$113.00 
51.5236,-0.0548,2,1,1,$51.00 
51.50509,-0.23676,1,1,1,$32.00 
51.42431,-0.20423,2,1,2,$50.00 
51.42284,-0.20052,4,1,0,$55.00 
51.4244,-0.20729,1,1,1,$55.00 
51.4234,-0.20739,2,1,1,$52.00 
51.58686,-0.14112,2,1,1,$110.00 
51.49301,0.07412,4,2,2,$87.00 
